7.738e-26,-7.1594e-26,-2.1695e-26
-4.0541e-11,-1.7698e-11,-5.2566e-13
-7.8958e-11,-3.2089e-11,-8.9994e-13
-1.1536e-10,-4.327e-11,-1.1341e-12
-1.4984e-10,-5.1341e-11,-1.2392e-12
-1.8251e-10,-5.6402e-11,-1.2257e-12
-2.1344e-10,-5.8558e-11,-1.1039e-12
-2.4274e-10,-5.7913e-11,-8.8368e-13
-2.7048e-10,-5.4573e-11,-5.7447e-13
-2.9673e-10,-4.8644e-11,-1.8561e-13
-3.2157e-10,-4.0235e-11,2.7528e-13
-3.4499e-10,-2.9453e-11,8.0437e-13
-3.6705e-10,-1.6406e-11,1.3945e-12
-3.8781e-10,-1.2033e-12,2.0383e-12
-4.0732e-10,1.6048e-11,2.7284e-12
-4.2563e-10,3.524e-11,3.4579e-12
-4.428e-10,5.6264e-11,4.2199e-12
-4.5887e-10,7.9015e-11,5.0077e-12
-4.739e-10,1.0338e-10,5.8149e-12
-4.8793e-10,1.2927e-10,6.6355e-12
-5.0101e-10,1.5657e-10,7.4634e-12
-5.1318e-10,1.8517e-10,8.2931e-12
-5.2448e-10,2.1498e-10,9.1188e-12
-5.3496e-10,2.459e-10,9.9353e-12
-5.4464e-10,2.7782e-10,1.0738e-11
-5.5358e-10,3.1066e-10,1.1521e-11
-5.6181e-10,3.4431e-10,1.228e-11
-5.6936e-10,3.787e-10,1.3011e-11
-5.7627e-10,4.1371e-10,1.371e-11
-5.8257e-10,4.4927e-10,1.4371e-11
-5.8829e-10,4.853e-10,1.4993e-11
-5.9347e-10,5.217e-10,1.5571e-11
-5.9813e-10,5.584e-10,1.6101e-11
-6.023e-10,5.9531e-10,1.6581e-11
-6.0601e-10,6.3237e-10,1.7008e-11
-6.0928e-10,6.6949e-10,1.7379e-11
-6.1215e-10,7.0661e-10,1.7691e-11
-6.1463e-10,7.4365e-10,1.7943e-11
-6.1676e-10,7.8056e-10,1.8131e-11
-6.1854e-10,8.1727e-10,1.8254e-11
-6.2001e-10,8.5372e-10,1.8311e-11
-6.2119e-10,8.8984e-10,1.8299e-11
-6.2209e-10,9.2559e-10,1.8218e-11
-6.2274e-10,9.6091e-10,1.8066e-11
-6.2315e-10,9.9576e-10,1.7842e-11
-6.2335e-10,1.0301e-09,1.7546e-11
-6.2334e-10,1.0638e-09,1.7176e-11
-6.2315e-10,1.097e-09,1.6733e-11
-6.2279e-10,1.1295e-09,1.6216e-11
-6.2228e-10,1.1613e-09,1.5625e-11
-6.2163e-10,1.1924e-09,1.496e-11
-6.2086e-10,1.2227e-09,1.4221e-11
-6.1997e-10,1.2523e-09,1.3408e-11
-6.1899e-10,1.281e-09,1.2523e-11
-6.1792e-10,1.3089e-09,1.1565e-11
-6.1677e-10,1.336e-09,1.0535e-11
-6.1556e-10,1.3622e-09,9.4351e-12
-6.143e-10,1.3875e-09,8.265e-12
-6.13e-10,1.4119e-09,7.0263e-12
-6.1166e-10,1.4354e-09,5.7203e-12
-6.1029e-10,1.458e-09,4.3483e-12
-6.0891e-10,1.4796e-09,2.9118e-12
-6.0752e-10,1.5003e-09,1.4124e-12
-6.0613e-10,1.52e-09,-1.482e-13
-6.0459e-10,1.5388e-09,-1.7566e-12
-6.0279e-10,1.5567e-09,-3.4031e-12
-6.0075e-10,1.5736e-09,-5.086e-12
-5.9848e-10,1.5896e-09,-6.804e-12
-5.9598e-10,1.6046e-09,-8.5553e-12
-5.9326e-10,1.6187e-09,-1.0338e-11
-5.9034e-10,1.6318e-09,-1.2151e-11
-5.8723e-10,1.6441e-09,-1.3992e-11
-5.8392e-10,1.6554e-09,-1.5859e-11
-5.8044e-10,1.6658e-09,-1.775e-11
-5.7679e-10,1.6754e-09,-1.9664e-11
-5.7298e-10,1.684e-09,-2.1598e-11
-5.6901e-10,1.6919e-09,-2.3551e-11
-5.649e-10,1.6988e-09,-2.5521e-11
-5.6066e-10,1.705e-09,-2.7505e-11
-5.5628e-10,1.7103e-09,-2.9502e-11
-5.5203e-10,1.7149e-09,-3.1527e-11
-5.4804e-10,1.7187e-09,-3.3588e-11
-5.4429e-10,1.7217e-09,-3.5681e-11
-5.4078e-10,1.724e-09,-3.7802e-11
-5.3751e-10,1.7256e-09,-3.9949e-11
-5.3446e-10,1.7265e-09,-4.2118e-11
-5.3162e-10,1.7267e-09,-4.4306e-11
-5.2901e-10,1.7263e-09,-4.651e-11
-5.266e-10,1.7253e-09,-4.8727e-11
-5.2439e-10,1.7237e-09,-5.0954e-11
-5.2237e-10,1.7215e-09,-5.3187e-11
-5.2055e-10,1.7187e-09,-5.5425e-11
-5.1891e-10,1.7155e-09,-5.7663e-11
-5.1745e-10,1.7117e-09,-5.9899e-11
-5.1616e-10,1.7074e-09,-6.2131e-11
-5.1504e-10,1.7027e-09,-6.4355e-11
-5.1409e-10,1.6975e-09,-6.6569e-11
-5.1329e-10,1.692e-09,-6.877e-11
-5.1265e-10,1.686e-09,-7.0956e-11
-5.1215e-10,1.6797e-09,-7.3124e-11
-5.118e-10,1.673e-09,-7.5272e-11
-5.1158e-10,1.6661e-09,-7.7397e-11
-5.1151e-10,1.6588e-09,-7.9498e-11
-5.1156e-10,1.6512e-09,-8.1572e-11
-5.1173e-10,1.6434e-09,-8.3617e-11
-5.1203e-10,1.6354e-09,-8.5632e-11
-5.1245e-10,1.6272e-09,-8.7613e-11
-5.1297e-10,1.6187e-09,-8.956e-11
-5.1361e-10,1.6102e-09,-9.147e-11
-5.1435e-10,1.6014e-09,-9.3342e-11
-5.1519e-10,1.5925e-09,-9.5174e-11
-5.1612e-10,1.5836e-09,-9.6965e-11
-5.1715e-10,1.5745e-09,-9.8713e-11
-5.1827e-10,1.5653e-09,-1.0042e-10
-5.1947e-10,1.5561e-09,-1.0208e-10
-5.2075e-10,1.5469e-09,-1.0369e-10
-5.2211e-10,1.5376e-09,-1.0525e-10
-5.2353e-10,1.5284e-09,-1.0677e-10
-5.2503e-10,1.5191e-09,-1.0824e-10
-5.266e-10,1.5099e-09,-1.0965e-10
-5.2822e-10,1.5007e-09,-1.1102e-10
-5.299e-10,1.4915e-09,-1.1233e-10
-5.3164e-10,1.4824e-09,-1.136e-10
-5.3343e-10,1.4734e-09,-1.1481e-10
-5.3527e-10,1.4645e-09,-1.1596e-10
-5.3714e-10,1.4557e-09,-1.1707e-10
-5.3907e-10,1.4469e-09,-1.1812e-10
-5.4102e-10,1.4383e-09,-1.1912e-10
-5.4301e-10,1.4299e-09,-1.2006e-10
-5.4504e-10,1.4215e-09,-1.2095e-10
-5.4709e-10,1.4133e-09,-1.2179e-10
-5.4916e-10,1.4053e-09,-1.2257e-10
-5.5126e-10,1.3974e-09,-1.233e-10
-5.5337e-10,1.3897e-09,-1.2398e-10
-5.555e-10,1.3821e-09,-1.246e-10
-5.5764e-10,1.3748e-09,-1.2518e-10
-5.5979e-10,1.3676e-09,-1.257e-10
-5.6194e-10,1.3606e-09,-1.2618e-10
-5.641e-10,1.3538e-09,-1.266e-10
-5.6626e-10,1.3471e-09,-1.2697e-10
